2016/06/10 02:13:08:114  -[VCPageViewController applicationDidBecomeActive:] [Line 397] --- call syncReadingStatusData
2016/06/09 20:29:40:078  -[VCCoreDataCenter getReadingStatusForBook:] [Line 183] --- loop through books for user with token= BF937975CBDACFE097BA3A55D7D4F010 and book name = 怪厨
2016/06/09 20:29:40:079  -[VCCoreDataCenter getReadingStatusForBook:] [Line 183] --- loop through books for user with token= BF937975CBDACFE097BA3A55D7D4F010 and book name = 大主宰
2016/06/09 20:29:40:082  -[VCCoreDataCenter updateReadingStatusForBook:chapterNumber:wordNumber:] [Line 139] --- reading status: chapter = 1161, word = 2378 timestamp = 1465475380079
2016/06/09 20:29:50:545  -[VCCoreDataCenter updateReadingStatusForBook:chapterNumber:wordNumber:] [Line 121] --- 
2016/06/09 20:29:50:545  -[VCCoreDataCenter getReadingStatusForBook:] [Line 183] --- loop through books for user with token= BF937975CBDACFE097BA3A55D7D4F010 and book name = 校花的贴身高手
2016/06/09 20:29:50:546  -[VCCoreDataCenter getReadingStatusForBook:] [Line 183] --- loop through books for user with token= BF937975CBDACFE097BA3A55D7D4F010 and book name = 斗罗大陆
2016/06/09 20:29:50:546  -[VCCoreDataCenter getReadingStatusForBook:] [Line 183] --- loop through books for user with token= BF937975CBDACFE097BA3A55D7D4F010 and book name = 斗破苍穹
2016/06/09 20:29:50:546  -[VCCoreDataCenter getReadingStatusForBook:] [Line 183] --- loop through books for user with token= BF937975CBDACFE097BA3A55D7D4F010 and book name = 完美世界
2016/06/09 20:29:50:546  -[VCCoreDataCenter getReadingStatusForBook:] [Line 183] --- loop through books for user with token= BF937975CBDACFE097BA3A55D7D4F010 and book name = 偷天
2016/06/09 20:29:50:546  -[VCCoreDataCenter getReadingStatusForBook:] [Line 183] --- loop through books for user with token= BF937975CBDACFE097BA3A55D7D4F010 and book name = 怪厨
2016/06/09 20:29:50:546  -[VCCoreDataCenter getReadingStatusForBook:] [Line 183] --- loop through books for user with token= BF937975CBDACFE097BA3A55D7D4F010 and book name = 大主宰
2016/06/09 20:29:50:549  -[VCCoreDataCenter updateReadingStatusForBook:chapterNumber:wordNumber:] [Line 139] --- reading status: chapter = 1161, word = 2517 timestamp = 1465475390546
2016/06/09 20:29:57:462  -[VCCoreDataCenter updateReadingStatusForBook:chapterNumber:wordNumber:] [Line 121] --- 
2016/06/09 20:29:57:463  -[VCCoreDataCenter getReadingStatusForBook:] [Line 183] --- loop through books for user with token= BF937975CBDACFE097BA3A55D7D4F010 and book name = 校花的贴身高手
2016/06/09 20:29:57:463  -[VCCoreDataCenter getReadingStatusForBook:] [Line 183] --- loop through books for user with token= BF937975CBDACFE097BA3A55D7D4F010 and book name = 斗罗大陆
2016/06/09 20:29:57:463  -[VCCoreDataCenter getReadingStatusForBook:] [Line 183] --- loop through books for user with token= BF937975CBDACFE097BA3A55D7D4F010 and book name = 斗破苍穹
2016/06/09 20:29:57:463  -[VCCoreDataCenter getReadingStatusForBook:] [Line 183] --- loop through books for user with token= BF937975CBDACFE097BA3A55D7D4F010 and book name = 完美世界
2016/06/09 20:29:57:463  -[VCCoreDataCenter getReadingStatusForBook:] [Line 183] --- loop through books for user with token= BF937975CBDACFE097BA3A55D7D4F010 and book name = 偷天
2016/06/09 20:29:57:463  -[VCCoreDataCenter getReadingStatusForBook:] [Line 183] --- loop through books for user with token= BF937975CBDACFE097BA3A55D7D4F010 and book name = 怪厨
2016/06/09 20:29:57:463  -[VCCoreDataCenter getReadingStatusForBook:] [Line 183] --- loop through books for user with token= BF937975CBDACFE097BA3A55D7D4F010 and book name = 大主宰
2016/06/09 20:29:57:466  -[VCCoreDataCenter updateReadingStatusForBook:chapterNumber:wordNumber:] [Line 139] --- reading status: chapter = 1161, word = 2663 timestamp = 1465475397463
2016/06/09 20:29:58:428  -[VCCoreDataCenter updateReadingStatusForBook:chapterNumber:wordNumber:] [Line 121] --- 
2016/06/09 20:29:58:428  -[VCCoreDataCenter getReadingStatusForBook:] [Line 183] --- loop through books for user with token= BF937975CBDACFE097BA3A55D7D4F010 and book name = 校花的贴身高手
2016/06/09 20:29:58:428  -[VCCoreDataCenter getReadingStatusForBook:] [Line 183] --- loop through books for user with token= BF937975CBDACFE097BA3A55D7D4F010 and book name = 斗罗大陆
2016/06/09 20:29:58:428  -[VCCoreDataCenter getReadingStatusForBook:] [Line 183] --- loop through books for user with token= BF937975CBDACFE097BA3A55D7D4F010 and book name = 斗破苍穹
2016/06/09 20:29:58:428  -[VCCoreDataCenter getReadingStatusForBook:] [Line 183] --- loop through books for user with token= BF937975CBDACFE097BA3A55D7D4F010 and book name = 完美世界
2016/06/09 20:29:58:428  -[VCCoreDataCenter getReadingStatusForBook:] [Line 183] --- loop through books for user with token= BF937975CBDACFE097BA3A55D7D4F010 and book name = 偷天
2016/06/09 20:29:58:428  -[VCCoreDataCenter getReadingStatusForBook:] [Line 183] --- loop through books for user with token= BF937975CBDACFE097BA3A55D7D4F010 and book name = 怪厨
2016/06/09 20:29:58:428  -[VCCoreDataCenter getReadingStatusForBook:] [Line 183] --- loop through books for user with token= BF937975CBDACFE097BA3A55D7D4F010 and book name = 大主宰
2016/06/09 20:29:58:431  -[VCCoreDataCenter updateReadingStatusForBook:chapterNumber:wordNumber:] [Line 139] --- reading status: chapter = 1161, word = 2517 timestamp = 1465475398429
2016/06/09 20:29:59:044  -[VCCoreDataCenter updateReadingStatusForBook:chapterNumber:wordNumber:] [Line 121] --- 
2016/06/09 20:29:59:045  -[VCCoreDataCenter getReadingStatusForBook:] [Line 183] --- loop through books for user with token= BF937975CBDACFE097BA3A55D7D4F010 and book name = 校花的贴身高手
2016/06/09 20:29:59:045  -[VCCoreDataCenter getReadingStatusForBook:] [Line 183] --- loop through books for user with token= BF937975CBDACFE097BA3A55D7D4F010 and book name = 斗罗大陆
2016/06/09 20:29:59:045  -[VCCoreDataCenter getReadingStatusForBook:] [Line 183] --- loop through books for user with token= BF937975CBDACFE097BA3A55D7D4F010 and book name = 斗破苍穹
2016/06/09 20:29:59:045  -[VCCoreDataCenter getReadingStatusForBook:] [Line 183] --- loop through books for user with token= BF937975CBDACFE097BA3A55D7D4F010 and book name = 完美世界
2016/06/09 20:29:59:045  -[VCCoreDataCenter getReadingStatusForBook:] [Line 183] --- loop through books for user with token= BF937975CBDACFE097BA3A55D7D4F010 and book name = 偷天
2016/06/09 20:29:59:045  -[VCCoreDataCenter getReadingStatusForBook:] [Line 183] --- loop through books for user with token= BF937975CBDACFE097BA3A55D7D4F010 and book name = 怪厨
2016/06/09 20:29:59:045  -[VCCoreDataCenter getReadingStatusForBook:] [Line 183] --- loop through books for user with token= BF937975CBDACFE097BA3A55D7D4F010 and book name = 大主宰
2016/06/09 20:29:59:048  -[VCCoreDataCenter updateReadingStatusForBook:chapterNumber:wordNumber:] [Line 139] --- reading status: chapter = 1161, word = 2663 timestamp = 1465475399045
2016/06/09 20:30:15:345  -[VCCoreDataCenter updateReadingStatusForBook:chapterNumber:wordNumber:] [Line 121] --- 
2016/06/09 20:30:15:346  -[VCCoreDataCenter getReadingStatusForBook:] [Line 183] --- loop through books for user with token= BF937975CBDACFE097BA3A55D7D4F010 and book name = 校花的贴身高手
2016/06/09 20:30:15:346  -[VCCoreDataCenter getReadingStatusForBook:] [Line 183] --- loop through books for user with token= BF937975CBDACFE097BA3A55D7D4F010 and book name = 斗罗大陆
2016/06/09 20:30:15:346  -[VCCoreDataCenter getReadingStatusForBook:] [Line 183] --- loop through books for user with token= BF937975CBDACFE097BA3A55D7D4F010 and book name = 斗破苍穹
2016/06/09 20:30:15:346  -[VCCoreDataCenter getReadingStatusForBook:] [Line 183] --- loop through books for user with token= BF937975CBDACFE097BA3A55D7D4F010 and book name = 完美世界
2016/06/09 20:30:15:346  -[VCCoreDataCenter getReadingStatusForBook:] [Line 183] --- loop through books for user with token= BF937975CBDACFE097BA3A55D7D4F010 and book name = 偷天
2016/06/09 20:30:15:346  -[VCCoreDataCenter getReadingStatusForBook:] [Line 183] --- loop through books for user with token= BF937975CBDACFE097BA3A55D7D4F010 and book name = 怪厨
2016/06/09 20:30:15:346  -[VCCoreDataCenter getReadingStatusForBook:] [Line 183] --- loop through books for user with token= BF937975CBDACFE097BA3A55D7D4F010 and book name = 大主宰
2016/06/09 20:30:15:349  -[VCCoreDataCenter updateReadingStatusForBook:chapterNumber:wordNumber:] [Line 139] --- reading status: chapter = 1161, word = 2807 timestamp = 1465475415346
2016/06/09 20:30:25:945  -[VCCoreDataCenter updateReadingStatusForBook:chapterNumber:wordNumber:] [Line 121] --- 
2016/06/09 20:30:25:945  -[VCCoreDataCenter getReadingStatusForBook:] [Line 183] --- loop through books for user with token= BF937975CBDACFE097BA3A55D7D4F010 and book name = 校花的贴身高手
2016/06/09 20:30:25:945  -[VCCoreDataCenter getReadingStatusForBook:] [Line 183] --- loop through books for user with token= BF937975CBDACFE097BA3A55D7D4F010 and book name = 斗罗大陆
2016/06/09 20:30:25:945  -[VCCoreDataCenter getReadingStatusForBook:] [Line 183] --- loop through books for user with token= BF937975CBDACFE097BA3A55D7D4F010 and book name = 斗破苍穹
2016/06/09 20:30:25:945  -[VCCoreDataCenter getReadingStatusForBook:] [Line 183] --- loop through books for user with token= BF937975CBDACFE097BA3A55D7D4F010 and book name = 完美世界
2016/06/09 20:30:25:945  -[VCCoreDataCenter getReadingStatusForBook:] [Line 183] --- loop through books for user with token= BF937975CBDACFE097BA3A55D7D4F010 and book name = 偷天
2016/06/09 20:30:25:946  -[VCCoreDataCenter getReadingStatusForBook:] [Line 183] --- loop through books for user with token= BF937975CBDACFE097BA3A55D7D4F010 and book name = 怪厨
2016/06/09 20:30:25:946  -[VCCoreDataCenter getReadingStatusForBook:] [Line 183] --- loop through books for user with token= BF937975CBDACFE097BA3A55D7D4F010 and book name = 大主宰
2016/06/09 20:30:25:949  -[VCCoreDataCenter updateReadingStatusForBook:chapterNumber:wordNumber:] [Line 139] --- reading status: chapter = 1161, word = 2945 timestamp = 1465475425946
2016/06/09 20:30:40:131  -[VCCoreDataCenter updateReadingStatusForBook:chapterNumber:wordNumber:] [Line 121] --- 
2016/06/09 20:30:40:131  -[VCCoreDataCenter getReadingStatusForBook:] [Line 183] --- loop through books for user with token= BF937975CBDACFE097BA3A55D7D4F010 and book name = 校花的贴身高手
2016/06/09 20:30:40:131  -[VCCoreDataCenter getReadingStatusForBook:] [Line 183] --- loop through books for user with token= BF937975CBDACFE097BA3A55D7D4F010 and book name = 斗罗大陆
2016/06/09 20:30:40:131  -[VCCoreDataCenter getReadingStatusForBook:] [Line 183] --- loop through books for user with token= BF937975CBDACFE097BA3A55D7D4F010 and book name = 斗破苍穹
2016/06/09 20:30:40:132  -[VCCoreDataCenter getReadingStatusForBook:] [Line 183] --- loop through books for user with token= BF937975CBDACFE097BA3A55D7D4F010 and book name = 完美世界
2016/06/09 20:30:40:132  -[VCCoreDataCenter getReadingStatusForBook:] [Line 183] --- loop through books for user with token= BF937975CBDACFE097BA3A55D7D4F010 and book name = 偷天
2016/06/09 20:30:40:132  -[VCCoreDataCenter getReadingStatusForBook:] [Line 183] --- loop through books for user with token= BF937975CBDACFE097BA3A55D7D4F010 and book name = 怪厨
2016/06/09 20:30:40:132  -[VCCoreDataCenter getReadingStatusForBook:] [Line 183] --- loop through books for user with token= BF937975CBDACFE097BA3A55D7D4F010 and book name = 大主宰
2016/06/09 20:30:40:135  -[VCCoreDataCenter updateReadingStatusForBook:chapterNumber:wordNumber:] [Line 139] --- reading status: chapter = 1161, word = 3070 timestamp = 1465475440132
2016/06/09 20:30:49:714  -[VCCoreDataCenter updateReadingStatusForBook:chapterNumber:wordNumber:] [Line 121] --- 
2016/06/09 20:30:49:715  -[VCCoreDataCenter getReadingStatusForBook:] [Line 183] --- loop through books for user with token= BF937975CBDACFE097BA3A55D7D4F010 and book name = 校花的贴身高手
2016/06/09 20:30:49:715  -[VCCoreDataCenter getReadingStatusForBook:] [Line 183] --- loop through books for user with token= BF937975CBDACFE097BA3A55D7D4F010 and book name = 斗罗大陆
2016/06/09 20:30:49:715  -[VCCoreDataCenter getReadingStatusForBook:] [Line 183] --- loop through books for user with token= BF937975CBDACFE097BA3A55D7D4F010 and book name = 斗破苍穹
2016/06/09 20:30:49:715  -[VCCoreDataCenter getReadingStatusForBook:] [Line 183] --- loop through books for user with token= BF937975CBDACFE097BA3A55D7D4F010 and book name = 完美世界
2016/06/09 20:30:49:715  -[VCCoreDataCenter getReadingStatusForBook:] [Line 183] --- loop through books for user with token= BF937975CBDACFE097BA3A55D7D4F010 and book name = 偷天
2016/06/09 20:30:49:715  -[VCCoreDataCenter getReadingStatusForBook:] [Line 183] --- loop through books for user with token= BF937975CBDACFE097BA3A55D7D4F010 and book name = 怪厨
2016/06/09 20:30:49:715  -[VCCoreDataCenter getReadingStatusForBook:] [Line 183] --- loop through books for user with token= BF937975CBDACFE097BA3A55D7D4F010 and book name = 大主宰
2016/06/09 20:30:49:718  -[VCCoreDataCenter updateReadingStatusForBook:chapterNumber:wordNumber:] [Line 139] --- reading status: chapter = 1161, word = 3188 timestamp = 1465475449715
2016/06/09 20:30:58:062  -[VCCoreDataCenter updateReadingStatusForBook:chapterNumber:wordNumber:] [Line 121] --- 
2016/06/09 20:30:58:062  -[VCCoreDataCenter getReadingStatusForBook:] [Line 183] --- loop through books for user with token= BF937975CBDACFE097BA3A55D7D4F010 and book name = 校花的贴身高手
2016/06/09 20:30:58:062  -[VCCoreDataCenter getReadingStatusForBook:] [Line 183] --- loop through books for user with token= BF937975CBDACFE097BA3A55D7D4F010 and book name = 斗罗大陆
2016/06/09 20:30:58:062  -[VCCoreDataCenter getReadingStatusForBook:] [Line 183] --- loop through books for user with token= BF937975CBDACFE097BA3A55D7D4F010 and book name = 斗破苍穹
2016/06/09 20:30:58:062  -[VCCoreDataCenter getReadingStatusForBook:] [Line 183] --- loop through books for user with token= BF937975CBDACFE097BA3A55D7D4F010 and book name = 完美世界
2016/06/09 20:30:58:062  -[VCCoreDataCenter getReadingStatusForBook:] [Line 183] --- loop through books for user with token= BF937975CBDACFE097BA3A55D7D4F010 and book name = 偷天
2016/06/09 20:30:58:062  -[VCCoreDataCenter getReadingStatusForBook:] [Line 183] --- loop through books for user with token= BF937975CBDACFE097BA3A55D7D4F010 and book name = 怪厨
2016/06/09 20:30:58:062  -[VCCoreDataCenter getReadingStatusForBook:] [Line 183] --- loop through books for user with token= BF937975CBDACFE097BA3A55D7D4F010 and book name = 大主宰
2016/06/09 20:30:58:065  -[VCCoreDataCenter updateReadingStatusForBook:chapterNumber:wordNumber:] [Line 139] --- reading status: chapter = 1162, word = 0 timestamp = 1465475458062
2016/06/09 20:31:06:599  -[VCCoreDataCenter updateReadingStatusForBook:chapterNumber:wordNumber:] [Line 121] --- 
2016/06/09 20:31:06:599  -[VCCoreDataCenter getReadingStatusForBook:] [Line 183] --- loop through books for user with token= BF937975CBDACFE097BA3A55D7D4F010 and book name = 校花的贴身高手
2016/06/09 20:31:06:599  -[VCCoreDataCenter getReadingStatusForBook:] [Line 183] --- loop through books for user with token= BF937975CBDACFE097BA3A55D7D4F010 and book name = 斗罗大陆
2016/06/09 20:31:06:599  -[VCCoreDataCenter getReadingStatusForBook:] [Line 183] --- loop through books for user with token= BF937975CBDACFE097BA3A55D7D4F010 and book name = 斗破苍穹
2016/06/09 20:31:06:599  -[VCCoreDataCenter getReadingStatusForBook:] [Line 183] --- loop through books for user with token= BF937975CBDACFE097BA3A55D7D4F010 and book name = 完美世界
2016/06/09 20:31:06:599  -[VCCoreDataCenter getReadingStatusForBook:] [Line 183] --- loop through books for user with token= BF937975CBDACFE097BA3A55D7D4F010 and book name = 偷天
2016/06/09 20:31:06:599  -[VCCoreDataCenter getReadingStatusForBook:] [Line 183] --- loop through books for user with token= BF937975CBDACFE097BA3A55D7D4F010 and book name = 怪厨
2016/06/09 20:31:06:599  -[VCCoreDataCenter getReadingStatusForBook:] [Line 183] --- loop through books for user with token= BF937975CBDACFE097BA3A55D7D4F010 and book name = 大主宰
2016/06/09 20:31:06:602  -[VCCoreDataCenter updateReadingStatusForBook:chapterNumber:wordNumber:] [Line 139] --- reading status: chapter = 1162, word = 102 timestamp = 1465475466599
